canonical_form_id,court_type,form_number,official_title,procedure_stage,official_source_result,source_revision_status,required_structured_fact,user_facing_status,classification,reason
"d21d545e-6f34-4413-80ac-2c2df6e40e60","civil","Form 59C","Order on Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9eba5e83-c79c-46f1-a69b-c7e6656bdf64","civil","Form 59D","Notice of Appointment to Settle Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2b66a032-d2df-481f-a72d-debd2fc6c42c","civil","Form 60A","Writ of Seizure and Sale","enforcement","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"e461b35a-1a7b-4498-bb16-ef1254bbea20","civil","Form 60B","Writ of Sequestration","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"500ce284-1e31-4878-aca6-267276327337","civil","Form 60C","Writ of Possession","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"2571b607-c4b3-40ac-aa75-1a1555a4546b","civil","Form 60D","Writ of Delivery","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"49aef6b6-d153-4714-999b-ef4b5bea8940","civil","Form 60E","Request to Renew","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9867c8bd-e49c-4d5e-b869-ef5a58b9fac6","civil","Form 60F","Direction to Enforce Writ of Seizure and Sale","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"efba4c31-f322-49c0-b5a9-05057aad8a45","civil","Form 60G","Requisition for Garnishment","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"22de7fee-6fcf-4928-904e-35b936ca1ae0","civil","Form 60G.1","Requisition for Renewal of Garnishment","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"90b1aa48-e9f4-4586-a851-124e92480851","civil","Form 60H","Notice of Garnishment","enforcement","verified-catalogue-source","May 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"fa6c818b-6ae2-4355-bc4d-02a205df6159","civil","Form 60H.1","Notice of Renewal of Garnishment","enforcement","verified-catalogue-source","May 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"7953590f-a672-4b6e-845b-77cc02a6e218","civil","Form 60I","1 Notice to Co-owner of the Debt","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"de6bdaa2-8754-4358-bc2d-0c327bac3b76","civil","Form 60I","Garnishee’s Statement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"13004567-8c28-4f93-b0b7-6ed1ce57a60b","civil","Form 60J","Notice of Termination of Garnishment","enforcement","verified-catalogue-source","July 1, 2007","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"d786c184-0cd4-4262-b161-d61232ec5052","civil","Form 60K","Warrant for Arrest (Contempt)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3ea89324-7055-43bf-8e06-47da2b43b21e","civil","Form 60L","Warrant of Committal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e392115c-9d63-4e94-9c57-72fb3a43766b","civil","Form 60M","Notice of Claim","starting-case","verified-catalogue-source","July 1, 2007","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"94893a09-e8c6-4873-b71e-b1169180f679","civil","Form 60N","Sheriff’s Report","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"effe25c6-bbbb-4269-90fa-d5c4e130f053","civil","Form 60O","Request to Withdraw a Writ","enforcement","verified-catalogue-source","Nov. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"d6ec9d83-268a-4703-ba7f-e712b8cb071d","civil","Form 61A","Notice of Motion for Leave to Appeal to the Divisional Court","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"bf4b4197-a90a-4eb6-aab1-b5d35fce1fa2","civil","Form 61A.1","Notice of Motion for Leave to Appeal to the Court of Appeal","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"2b85ee59-0e94-4c8b-9f6b-5bd74376375d","civil","Form 61A.2","Notice of Appeal to the Court of Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e0e82889-49aa-4e87-a1a8-9aae1ac7ea4d","civil","Form 61A.3","Notice of Appeal to the Divisional Court","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8b7edbc9-b0f6-4822-bc44-d761ebccf9de","civil","Form 61B","General Heading in Proceedings in Appellate Courts","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"507653f0-cb69-47c3-8f3d-e75dff23818d","civil","Form 61C","Appellant’s Certificate Respecting Evidence","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"7998dfa7-a8d2-49cf-9b6b-f74368ce85df","civil","Form 61D","Respondent’s Certificate Respecting Evidence","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ad67a6a3-74c7-4d9f-9b0e-79a6238468da","civil","Form 61E","Notice of Cross-Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f9cc41cc-a820-4b05-9b14-3788ffd884f8","civil","Form 61F","Supplementary Notice of Appeal or Cross-Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8ae4c623-420c-4ff1-9760-cd945a0cf3f7","civil","Form 61G","Notice of Listing for Hearing (Appeal)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5f34a966-39e1-46ce-97cf-ab4ad60bcb55","civil","Form 61H","Certificate of Completeness of Appeal Book and Compendium","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"323717f0-cfc0-490d-aa5b-912c81eb53e2","civil","Form 61I","1 Order Dismissing Appeal to Divisional Court for Delay","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5488b918-48b7-48e0-8be3-a3ea1c0b4602","civil","Form 61I","Order Dismissing Appeal or Cross-Appeal for Delay","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f02b0115-ab96-47df-bfde-6534e8566ab3","civil","Form 61J","1 Order Dismissing Motion for Delay","motion","ambiguous-official-identity","July 30, 2009","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"d0454ad7-81cd-4bbe-8d73-7b5aa35df5bd","civil","Form 61J","Order Dismissing Motion for Leave to Appeal for Delay","motion","verified-catalogue-source","July 30, 2009","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"5a9feb75-c1f1-479b-bdfb-5dcbfc41d638","civil","Form 61K","Notice of Abandonment of Appeal or Cross-Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"facb04af-71ec-4160-a69f-a737a83df30c","civil","Form 61L","Notice of Election to Proceed with Cross-Appeal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"daf06a57-2927-4282-88c1-2bf22117b053","civil","Form 61M","Notice of Motion Before a Single Judge – Court of Appeal","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"3518dab9-d554-4b7e-be13-df023287cb2b","civil","Form 61N","Notice of Motion Before a Single Judge – Divisional Court","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"b97d993e-73cc-41dc-9580-e0b46dc14578","civil","Form 61O","Notice of Motion Before a Panel – Court of Appeal","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"51933f0a-e122-492e-a713-fee2b0df167a","civil","Form 61P","Notice of Motion Before a Panel – Divisional Court","motion","verified-catalogue-source","Sept. 1, 2025","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"6297225d-6419-4542-82ca-1e451be4e906","civil","Form 62A","Notice of Appeal to a Judge","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d92781a7-4f89-4482-8237-7fc1e65f394d","civil","Form 63A","Certificate of Stay","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d00ec635-b4bb-41d4-b24b-c475e794af9d","civil","Form 63B","Certificate of Stay","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"88a61a95-4015-4834-98b6-4b940aa5a5a3","civil","Form 64A","Request to Redeem","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"3bc952bf-43f8-42f7-818d-d55d811f47d2","civil","Form 64B","Default Judgment for Foreclosure with a Reference","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d23013ed-fbf9-4d03-89e1-b6752e9ff005","civil","Form 64C","Default Judgment for Immediate Foreclosure","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"afb28302-a8a2-41f8-b038-f18a41ff9f3e","civil","Form 64D","Default Judgment for Foreclosure without a Reference","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"9ea165f8-5a4d-4ef2-b7ae-dd8b97b2bc9b","civil","Form 64E","Final Order of Foreclosure","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"297373fc-b262-4833-8eab-f5f3658df5a1","civil","Form 64F","Request for Sale","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"2721024c-e1fa-45ed-a107-4268f4ba2f4c","civil","Form 64G","Default Judgment for Sale with a Redemption Period (Action Converted from Foreclosure to Sale)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e115b5cc-a93f-4008-a07a-6239bb6572f5","civil","Form 64H","Default Judgment for Immediate Sale (Action Converted from Foreclosure to Sale)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e64c1799-9916-454a-87fb-3e1aec0d697c","civil","Form 64I","Default Judgment for Sale Conditional on Proof of Claim (Action Converted from Foreclosure to Sale)","starting-case","verified-catalogue-source","April 1, 2021","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"9cb28571-95fa-41e9-a42e-f7437a09a687","civil","Form 64J","Default Judgment for Immediate Sale","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"70294f52-0db7-435b-8b56-9127941f52e1","civil","Form 64K","Default Judgment for Sale with a Redemption Period","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"33814757-f83c-4a47-95a5-bd01cadefe41","civil","Form 64L","Final Order for Sale","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5f4a7dec-17d5-4c46-819f-33928a618243","civil","Form 64M","Default Judgment for Redemption","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"d6b8ffcc-0e11-4161-93ca-08dfb4262be3","civil","Form 64N","Notice of Reference to Subsequent Encumbrancer Added on Reference","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ce87590c-3fcb-47ca-b9f9-b44c4ca2644f","civil","Form 64O","Notice of Reference to Subsequent Encumbrancer Named as Original Party","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e27fe872-9acd-41a9-b9b6-09b0a9337808","civil","Form 64P","Notice of Reference to Original Defendants","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"12acce22-4369-4f49-bdd5-3a19ce92a869","civil","Form 64Q","Notice to Added Defendant Having Interest in Equity","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"fc568fa6-f190-45d8-97dc-dd486b93a64b","civil","Form 65A","Judgment for Administration of Estate","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"254d0cf0-6933-4e70-a07e-601159af4846","civil","Form 66A","Judgment for Partition or Sale","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"738a5e9a-90e0-440f-a181-141767765e3b","civil","Form 68A","Notice of Application to Divisional Court for Judicial Review","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"61a02e9c-6ee1-40d0-9e2f-bcc283b7227c","civil","Form 68B","Notice of Listing for Hearing (Judicial Review)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"846c9829-7a90-4434-9107-7c212298bf17","civil","Form 68C","Order Dismissing Application for Judicial Review","starting-case","verified-catalogue-source","July 30, 2009","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"2b78492e-d841-48f9-8955-e06ad9588513","civil","Form 68D","Order Dismissing Application for Judicial Review for Delay","starting-case","verified-catalogue-source","Sept. 1, 2018","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"8901a297-6e37-44c1-a1d4-08d089648e64","civil","Form 72A","Notice of Payment into Court","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"f372c898-ec39-45d7-9264-3b4c40b7bdf2","civil","Form 72B","Affidavit (Motion for Payment Out of Court)","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"03373a93-6983-4dd3-8d6c-b8814818bcd7","civil","Form 72C","Stop Order","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"ab004be1-0b5c-4a4f-b71d-3a5ffa9a8062","civil","Form 73A","Notice of Application for Registration of United Kingdom Judgment","starting-case","verified-catalogue-source","Jan. 2, 2024","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"a56a2c23-77b1-49ae-b3cf-35c908dd62d9","civil","Form 76A","Notice Whether Action Under Rule 76","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"6e0e4dfb-8bdd-48ff-b93d-93cdd614b813","civil","Form 76B","Simplified Procedure Motion Form","motion","verified-catalogue-source","Jan. 2, 2024","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"63ddfe10-8596-4744-96a8-dca200303f44","civil","Form 76C","Notice of Readiness for Pre-Trial Conference","conference","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"23c2125e-a05b-4900-ae0c-62aad26e9a4a","civil","Form 76D","Trial Management Checklist","trial","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"86cc726b-957a-4ba2-bae9-069d544648d9","civil","Form 7A","Notice of Required Affidavit of Litigation Guardian","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"26ddbd93-eb0f-4388-a603-d247248f266a","civil","Form 7B","Request for Identification of Litigation Guardian","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"b960323c-6271-4c19-a049-b04aadfef657","civil","Form 7C","Order to Continue (Minor Reaching Age of Majority)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"655aa849-24b0-478e-8374-3657714375ef","civil","Form 8A","Notice to Alleged Partner","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"5763ca37-01c6-4eed-b405-3dc81502f724","family","Form 04","4 Notice of Change in Representation","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"117f44a4-4d37-40de-870a-5682b3230a09","family","Form 08D","8D.1 Application (Dispense with Parent’s Consent to Adoption before Placement)","starting-case","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"2ddec54f-c5d0-478a-9926-cfeb0cc2233e","family","Form 1","Notice To Profession","general","not researched in current official-source queue","not verified","","court-only","court-only-not-user-facing","Not present in the current court_form_clean_view; no user-facing purpose is inferred."
"4894de57-6511-45b1-a71a-967c884510f5","family","Form 10","Answer","responding","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"ff396301-b97f-4e0e-84fa-6d1fd4995d1f","family","Form 10A","Reply","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"217f3f72-4664-4489-9fad-9214783fac89","family","Form 12","Notice of Withdrawal","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"497ac7b5-7ed7-4303-9c9a-621402b06a28","family","Form 13","1 Financial Statement (Property and Support Claims)","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"f65c753e-5457-4122-b0b3-84c4116c4ac8","family","Form 13","Financial Statement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"bf8fb6c7-ad37-4f04-98fa-4638ec6f2c9b","family","Form 13","Financial Statement (Support Claims)","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"f2f28605-c3f4-4033-bee4-f48a9fbe1c1a","family","Form 13A","Certificate of Financial Disclosure","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"a713ca96-8da3-41d7-8d93-90103020bb50","family","Form 13B","Net Family Property Statement","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"8f1eb2ad-b3a5-484d-942f-4a0bd79f6b04","family","Form 13C","Comparison of Net Family Property Statements","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"e6fdaf6d-9aca-4193-853a-0fec07bc84c4","family","Form 14","Notice of Motion","motion","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"f239d39f-d49f-495a-8b57-7ae865a843a4","family","Form 14A","Affidavit","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"faaf5ef0-e3c0-426a-ae2a-9e966feb499a","family","Form 14A","Affidavit (General)","general","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"28657b4a-75b8-4fdd-b7fe-0b7b70eaadee","family","Form 14B","Motion Form","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"8aeceea0-a948-4a5a-b089-eedc233912e5","family","Form 14C","Confirmation of Motion","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"14cb7bde-0cb6-4d1b-bc6a-85c89c550aa7","family","Form 14D","Order on Motion Without Notice","motion","verified-catalogue-source","Sept. 1, 2005","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"ac3d1227-0c45-4f8d-8428-b291f5b3d437","family","Form 15","Motion to Change","motion","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"f38325dc-0a6a-40ec-bb01-75293f7d68b5","family","Form 15B","Response to Motion to Change","motion","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"dc9f6b2e-ef9b-45b8-9ee5-7fe2c9aa697d","family","Form 15C","Consent Motion to Change","motion","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"4f1eed91-6a00-4111-b28d-d0231ad385bc","family","Form 15D","Consent Motion to Change Child Support","motion","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"edd91020-9fea-4294-a01c-695236c5b3f6","family","Form 17","Conference Notice","conference","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"b2b46bcf-97ae-42e4-9d01-4a962ea83a2a","family","Form 17A","Case Conference Brief – General","conference","not researched in current official-source queue","not verified","","user-facing catalogue record","mapped-and-verified","Active exact canonical mapping in readonly export."
"5310b079-0ede-4b63-8fbc-dbb04319fc66","family","Form 17B","Case conference brief for protection application or status review","conference","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"7ef801e0-5296-4019-9e93-ed2853133207","family","Form 17C","Settlement Conference Brief","conference","ambiguous-official-identity","Sept. 1, 2023","","user-facing catalogue record","provenance-missing","Official page form number matched, but the page title does not exactly match the catalogue title."
"2013f42e-7316-4195-8b9e-4598f94f5403","family","Form 17C","Settlement Conference Brief – General","conference","verified-catalogue-source","Sept. 1, 2023","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"","family","Form 17D","Settlement conference brief for protection application or status review","starting-case","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","No current clean-view routing record."
"774340f3-e227-4422-87c8-5ea2ff988d7d","family","Form 17E","Trial Management Conference Brief","conference","verified-catalogue-source","Sept. 1, 2023","","user-facing catalogue record","complex-review-required","No precise governing Rule/statute pinpoint and fail-closed applicability boundary were proved in this pass; remain review-required."
"daabe088-303b-43ac-8444-c668ebd05230","family","Form 17F","Confirmation of Conference","conference","unavailable-official-page","not verified","","user-facing catalogue record","provenance-missing","No current official page was returned at the deterministic official-form URL; do not infer an alternate source."
"a84e4e5c-c133-4b7c-a35d-e1bf36567dcd","family","Form 17G","Certificate of Dispute Resolution","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"dd9fa68d-fb3b-41f0-95a5-3c6c40a14409","family","Form 20","2 Acknowledgment of Expert's Duty","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
"853f621c-537e-4740-8c82-879e925f27fc","family","Form 20","Request for Information","general","not researched in current official-source queue","not verified","","user-facing catalogue record","official-identity-ambiguous","Catalogue stage is 'general', so an exact mapping cannot be planned from the export alone."
